user_id,age,city,monthly_usage_gb,device_type,tenure_months,is_4g,segment
1071,38,Bandung,1.01,mid-range,27,0,C
1072,33,Jakarta,8.2,mid-range,12,1,C
1073,35,Medan,3.52,low-end,28,0,C
1074,41,Jakarta,0.75,mid-range,35,0,C
1075,43,Makassar,2.86,mid-range,24,0,C
1076,42,Surabaya,6.13,mid-range,31,1,C
1077,58,Medan,3.57,low-end,59,0,C
1078,46,Jakarta,0.84,mid-range,3,0,C
1079,32,Bandung,3.14,low-end,30,0,C
1080,18,Bandung,2.9,low-end,27,0,C
1081,42,Medan,5.16,mid-range,53,1,C
1082,24,Bandung,0.59,low-end,17,0,B
1083,26,Jakarta,3.61,low-end,6,1,C
1084,41,Jakarta,0.08,low-end,47,0,B
1085,18,Bandung,3.57,mid-range,43,0,A
1086,25,Bandung,9.69,low-end,18,0,C
1087,41,Makassar,0.57,mid-range,35,1,C
1088,28,Surabaya,1.12,mid-range,27,0,C
1089,34,Medan,2.62,mid-range,17,0,C
1090,25,Jakarta,3.95,low-end,11,1,C
1091,52,Medan,1.27,mid-range,38,0,C
1092,52,Makassar,3.27,feature,37,0,C
1093,50,Jakarta,6.89,low-end,42,1,C
1094,22,Makassar,3.89,mid-range,34,0,A
1095,59,Makassar,3.72,high-end,47,1,C
1096,56,Bandung,1.44,feature,32,0,B
1097,58,Medan,7.27,mid-range,43,0,C
1098,45,Medan,0.97,high-end,56,0,C
1099,24,Bandung,0.69,mid-range,57,0,C
1100,26,Medan,1.36,feature,46,0,B
1101,25,Bandung,3.15,mid-range,46,0,A
1102,29,Jakarta,5.93,feature,35,1,C
1103,51,Makassar,0.42,mid-range,28,1,C
1104,50,Makassar,5.04,low-end,54,0,C
1105,40,Medan,5.03,mid-range,22,0,C
1106,41,Surabaya,2.65,high-end,16,0,C
1107,54,Makassar,4.29,high-end,46,0,C
1108,52,Bandung,0.6,mid-range,42,1,C
1109,57,Surabaya,0.56,low-end,54,0,B
1110,39,Surabaya,5.96,low-end,40,0,C
1111,44,Makassar,2.07,mid-range,12,0,C
1112,52,Makassar,0.85,mid-range,5,0,C
1113,18,Makassar,3.5,feature,26,0,C
1114,52,Bandung,6.67,low-end,26,0,C
1115,54,Surabaya,3.0,high-end,13,0,C
1116,31,Medan,1.28,mid-range,24,0,C
1117,20,Bandung,1.98,low-end,44,0,B
1118,18,Jakarta,4.19,low-end,3,1,C
1119,22,Makassar,0.21,mid-range,32,0,C
1120,43,Surabaya,0.73,mid-range,23,0,C
1121,31,Bandung,1.86,mid-range,49,0,C
1122,56,Jakarta,2.78,high-end,52,0,C
1123,44,Bandung,1.24,mid-range,37,1,C
1124,26,Bandung,1.06,high-end,55,1,C
1125,32,Medan,0.13,mid-range,38,1,C
1126,32,Medan,0.1,mid-range,45,1,C
1127,43,Bandung,0.98,mid-range,38,1,C
1128,59,Jakarta,2.27,low-end,13,0,C
1129,30,Surabaya,2.44,low-end,15,0,C
1130,49,Surabaya,2.04,mid-range,2,0,C
1131,56,Makassar,1.58,feature,11,1,B
1132,49,Makassar,0.87,low-end,16,0,B
1133,21,Surabaya,1.54,mid-range,18,0,C
1134,47,Bandung,0.45,mid-range,34,1,C
1135,54,Bandung,0.37,low-end,10,0,B
1136,40,Medan,1.07,low-end,13,0,B
1137,56,Medan,16.11,low-end,32,1,C
1138,32,Makassar,1.19,low-end,8,1,B
1139,46,Surabaya,8.27,high-end,7,1,C
1140,53,Bandung,1.49,mid-range,48,1,C
1141,30,Surabaya,1.73,high-end,17,0,C
1142,49,Jakarta,4.78,feature,41,0,C
1143,24,Surabaya,0.29,low-end,27,0,B
1144,39,Jakarta,0.6,mid-range,59,1,C
1145,45,Medan,10.93,low-end,8,0,C
1146,19,Medan,2.12,low-end,29,0,C
1147,59,Makassar,0.14,high-end,57,0,C
1148,23,Surabaya,0.15,mid-range,52,0,C
1149,45,Surabaya,7.13,mid-range,37,0,C
1150,45,Jakarta,6.2,mid-range,27,1,C
1151,37,Medan,1.84,feature,37,0,B
1152,47,Jakarta,0.53,high-end,59,0,C
1153,28,Medan,5.32,mid-range,57,0,A
1154,45,Jakarta,1.18,feature,24,0,B
1155,42,Medan,1.63,low-end,45,0,B
1156,56,Jakarta,3.44,mid-range,16,0,C
1157,50,Medan,1.31,feature,26,1,B
1158,18,Jakarta,2.97,high-end,54,1,C
1159,44,Surabaya,6.5,high-end,31,1,C
1160,30,Makassar,4.79,mid-range,27,0,C
1161,58,Jakarta,1.44,mid-range,26,1,C
1162,20,Makassar,1.02,low-end,43,1,B
1163,56,Surabaya,1.01,feature,15,1,B
1164,23,Surabaya,1.29,mid-range,58,0,C
1165,25,Medan,2.04,low-end,49,0,C
1166,44,Makassar,1.62,mid-range,15,0,C
1167,26,Bandung,0.43,low-end,23,1,B
1168,54,Medan,0.54,low-end,25,0,B
1169,50,Makassar,1.26,low-end,44,0,B
1170,59,Jakarta,2.48,mid-range,4,0,C
1171,41,Jakarta,2.69,low-end,36,1,C
1172,32,Surabaya,2.0,low-end,53,1,C
1173,49,Bandung,4.03,low-end,16,1,C
1174,49,Jakarta,4.01,feature,47,1,C
1175,41,Makassar,1.67,mid-range,40,0,C
1176,58,Makassar,0.4,mid-range,59,0,C
1177,29,Jakarta,2.27,low-end,21,1,C
1178,56,Makassar,1.44,low-end,52,1,B
1179,19,Makassar,0.45,high-end,40,0,C
1180,20,Surabaya,12.02,mid-range,43,0,A
1181,54,Bandung,1.38,low-end,53,0,B
1182,34,Surabaya,2.95,low-end,56,0,C
1183,19,Bandung,2.02,low-end,17,0,C
1184,19,Makassar,0.46,feature,3,0,B
1185,45,Bandung,0.17,mid-range,7,1,C
1186,40,Makassar,2.95,low-end,12,0,C
1187,54,Makassar,0.85,mid-range,1,0,C
1188,49,Surabaya,0.84,low-end,43,0,B
1189,50,Surabaya,9.44,low-end,37,1,C
1190,18,Medan,1.86,mid-range,6,0,C
1191,36,Jakarta,0.09,low-end,46,0,B
1192,19,Medan,1.25,mid-range,49,0,C
1193,43,Medan,2.63,mid-range,23,0,C
1194,49,Bandung,1.2,high-end,25,0,C
1195,23,Makassar,0.08,feature,25,0,B
1196,49,Makassar,1.76,feature,3,0,B
1197,21,Makassar,0.34,mid-range,4,0,C
1198,28,Jakarta,2.9,low-end,30,0,C
1199,34,Bandung,2.9,low-end,33,1,C
1200,55,Bandung,0.12,feature,29,1,B
1201,41,Makassar,1.03,mid-range,4,0,C
1202,22,Medan,1.6,low-end,14,0,B
1203,51,Jakarta,2.4,mid-range,21,0,C
1204,23,Medan,1.05,mid-range,7,0,C
1205,39,Surabaya,1.02,feature,21,1,B
1206,28,Bandung,12.23,mid-range,56,0,A
1207,33,Bandung,0.13,low-end,7,1,B
1208,50,Medan,13.54,low-end,1,1,C
1209,26,Jakarta,0.15,low-end,34,0,B
1210,23,Bandung,1.02,mid-range,23,0,C
1211,33,Medan,2.04,low-end,3,0,C
1212,46,Jakarta,0.46,feature,18,0,B
1213,20,Medan,0.43,high-end,43,1,C
1214,37,Jakarta,0.89,low-end,12,0,B
1215,53,Makassar,10.89,high-end,14,0,C
1216,36,Jakarta,1.43,low-end,41,1,B
1217,43,Surabaya,2.5,mid-range,28,1,C
1218,20,Makassar,3.66,mid-range,42,0,A
1219,36,Medan,4.07,mid-range,45,1,C
1220,37,Makassar,3.49,high-end,24,0,C
1221,49,Makassar,1.23,mid-range,24,1,C
1222,24,Medan,0.36,low-end,3,0,B
1223,58,Medan,0.99,mid-range,59,1,C
1224,50,Surabaya,0.71,mid-range,58,0,C
1225,57,Medan,0.44,feature,9,0,B
1226,56,Bandung,0.07,high-end,24,0,C
1227,35,Bandung,8.23,low-end,2,0,C
1228,57,Surabaya,7.62,low-end,55,0,C
1229,18,Jakarta,0.16,low-end,40,1,B
1230,28,Jakarta,0.57,mid-range,28,1,C
1231,45,Bandung,0.45,mid-range,7,1,C
1232,42,Medan,0.99,mid-range,9,1,C
1233,40,Surabaya,0.68,low-end,45,1,B
1234,48,Jakarta,8.75,mid-range,39,1,C
1235,47,Jakarta,0.26,high-end,39,0,C
1236,59,Makassar,0.71,low-end,33,1,B
1237,52,Bandung,0.25,mid-range,34,0,C
1238,24,Medan,11.79,low-end,21,1,C
1239,33,Surabaya,7.52,feature,29,0,C
1240,43,Jakarta,3.78,mid-range,27,0,C
1241,19,Makassar,1.67,feature,17,0,B
1242,18,Bandung,0.63,mid-range,42,0,C
1243,29,Bandung,0.75,mid-range,47,0,C
1244,22,Surabaya,1.76,low-end,48,1,B
1245,54,Jakarta,4.39,low-end,23,0,C
1246,49,Surabaya,0.92,high-end,53,0,C
1247,26,Surabaya,1.12,feature,45,0,B
1248,58,Makassar,2.75,mid-range,21,0,C
1249,52,Bandung,0.81,high-end,8,0,C
1250,36,Medan,2.63,high-end,9,0,C
1251,33,Bandung,1.47,mid-range,58,0,C
1252,20,Bandung,0.1,low-end,33,0,B
1253,37,Makassar,1.55,feature,58,0,B
1254,41,Medan,7.56,low-end,4,1,C
1255,50,Jakarta,1.04,mid-range,59,0,C
1256,41,Medan,1.17,feature,18,0,B
1257,28,Jakarta,0.2,mid-range,32,0,C
1258,25,Medan,2.86,mid-range,30,0,C
1259,53,Surabaya,5.68,feature,25,0,C
1260,55,Medan,1.31,low-end,57,0,B
1261,57,Makassar,0.82,mid-range,33,1,C
1262,37,Jakarta,9.41,feature,35,0,C
1263,52,Bandung,4.1,mid-range,42,0,C
1264,42,Makassar,2.51,high-end,56,0,C
1265,52,Jakarta,1.09,high-end,34,0,C
1266,42,Jakarta,0.75,mid-range,50,0,C
1267,46,Bandung,3.77,mid-range,2,0,C
1268,35,Surabaya,2.21,mid-range,13,1,C
1269,35,Makassar,2.21,low-end,53,0,C
1270,19,Bandung,0.23,mid-range,41,0,C
1271,52,Bandung,2.15,low-end,23,1,C
1272,33,Surabaya,5.19,low-end,23,0,C
1273,58,Makassar,8.8,mid-range,31,0,C
1274,53,Bandung,0.34,high-end,2,0,C
1275,50,Surabaya,2.99,mid-range,2,0,C
1276,21,Makassar,2.52,low-end,5,1,C
1277,50,Medan,6.63,mid-range,14,0,C
1278,31,Jakarta,4.17,low-end,23,0,C
1279,38,Surabaya,10.08,low-end,55,1,C
1280,37,Jakarta,9.66,high-end,57,0,C
1281,25,Medan,0.77,low-end,35,0,B
1282,24,Bandung,3.88,feature,46,0,C
1283,20,Bandung,2.27,mid-range,1,1,C
1284,34,Makassar,0.72,low-end,41,1,B
1285,50,Surabaya,0.65,mid-range,48,0,C
1286,29,Surabaya,0.25,mid-range,49,1,C
1287,39,Makassar,4.76,mid-range,40,1,C
1288,39,Jakarta,1.18,feature,15,1,B
1289,47,Bandung,5.83,feature,30,0,C
1290,55,Bandung,2.81,low-end,21,1,C
1291,55,Surabaya,3.36,mid-range,8,0,C
1292,25,Surabaya,1.03,low-end,7,1,B
1293,44,Makassar,1.83,low-end,41,0,B
1294,44,Medan,1.59,high-end,34,0,C
1295,51,Jakarta,0.81,low-end,57,1,B
1296,38,Medan,5.36,mid-range,42,1,C
1297,47,Medan,2.92,mid-range,37,0,C
1298,50,Surabaya,0.11,mid-range,48,0,C
1299,45,Surabaya,5.14,high-end,53,0,C
1300,50,Surabaya,0.34,mid-range,32,0,C
1301,22,Medan,1.55,mid-range,33,0,C
1302,36,Jakarta,2.54,mid-range,6,0,C
1303,21,Surabaya,0.02,low-end,42,0,B
1304,52,Bandung,3.17,low-end,10,0,C
1305,34,Jakarta,3.23,low-end,26,0,C
1306,45,Bandung,3.17,low-end,58,1,C
1307,47,Jakarta,0.54,mid-range,51,0,C
1308,46,Surabaya,0.89,high-end,45,0,C
1309,23,Makassar,0.85,mid-range,26,1,C
1310,52,Surabaya,9.66,low-end,19,0,C
1311,58,Medan,0.21,feature,35,0,B
1312,54,Medan,1.68,mid-range,45,0,C
1313,41,Jakarta,6.15,low-end,4,0,C
1314,46,Medan,4.4,mid-range,25,0,C
1315,48,Surabaya,5.19,mid-range,8,0,C
1316,52,Bandung,10.76,mid-range,12,1,C
1317,50,Surabaya,1.47,low-end,54,0,B
1318,38,Jakarta,1.11,low-end,24,1,B
1319,49,Medan,0.09,low-end,24,0,B
1320,40,Bandung,0.49,mid-range,17,0,C
1321,50,Makassar,2.48,high-end,25,0,C
1322,20,Bandung,0.51,feature,33,0,B
1323,35,Bandung,4.0,low-end,27,1,C
1324,42,Surabaya,0.11,mid-range,2,0,C
1325,59,Makassar,0.9,low-end,9,0,B
1326,48,Jakarta,3.57,mid-range,55,0,C
1327,20,Jakarta,0.89,low-end,58,0,B
1328,57,Bandung,3.91,high-end,33,1,C
1329,41,Bandung,16.46,high-end,19,1,C
1330,49,Medan,4.78,mid-range,49,1,C
1331,39,Makassar,1.25,low-end,5,0,B
1332,40,Bandung,6.93,low-end,47,0,C
1333,19,Medan,0.16,mid-range,20,0,C
1334,44,Makassar,3.87,mid-range,24,0,C
1335,59,Jakarta,0.07,mid-range,57,0,C
1336,19,Medan,0.58,low-end,31,1,B
1337,43,Makassar,13.17,low-end,44,1,C
1338,34,Medan,1.34,high-end,4,1,C
1339,57,Bandung,5.15,low-end,32,0,C
1340,50,Surabaya,1.42,feature,47,0,B
1341,26,Jakarta,5.5,feature,35,1,C
1342,56,Bandung,10.1,mid-range,14,1,C
1343,46,Bandung,1.72,feature,36,1,B
1344,59,Makassar,2.46,mid-range,51,0,C
1345,43,Medan,2.97,low-end,6,1,C
1346,52,Jakarta,8.19,low-end,17,0,C
1347,42,Bandung,0.89,mid-range,18,0,C
1348,41,Makassar,2.83,feature,8,1,C
1349,30,Jakarta,1.18,low-end,51,0,B
1350,24,Medan,0.73,mid-range,52,0,C
1351,53,Bandung,0.27,low-end,12,0,B
1352,37,Bandung,2.91,low-end,17,0,C
1353,18,Bandung,6.41,high-end,31,0,A
1354,25,Jakarta,1.3,high-end,51,0,C
1355,33,Jakarta,2.41,low-end,1,0,C
1356,31,Jakarta,3.08,low-end,11,0,C
1357,29,Jakarta,1.61,low-end,42,1,B
1358,40,Makassar,7.01,mid-range,16,0,C
1359,32,Surabaya,1.35,mid-range,37,1,C
1360,45,Makassar,0.4,feature,49,0,B
1361,51,Bandung,0.47,mid-range,28,0,C
1362,19,Makassar,6.65,mid-range,9,0,A
1363,49,Medan,13.27,low-end,55,0,C
1364,40,Jakarta,1.02,low-end,59,1,B
1365,39,Medan,0.47,feature,8,0,B
1366,42,Medan,1.97,high-end,25,1,C
1367,39,Bandung,3.71,mid-range,10,0,C
1368,39,Jakarta,2.84,low-end,40,1,C
1369,59,Medan,9.05,mid-range,3,0,C
1370,23,Bandung,5.11,mid-range,55,0,A
1371,32,Jakarta,6.1,low-end,23,0,C
1372,54,Surabaya,2.34,low-end,23,0,C
1373,50,Bandung,1.19,mid-range,44,0,C
1374,25,Makassar,3.63,low-end,56,0,C
1375,22,Jakarta,1.73,low-end,4,0,B
1376,56,Medan,1.02,low-end,59,1,B
1377,21,Medan,0.5,low-end,54,1,B
1378,23,Makassar,2.25,mid-range,50,0,C
1379,49,Makassar,2.71,low-end,23,0,C
1380,47,Medan,2.52,mid-range,9,0,C
1381,52,Jakarta,0.37,low-end,53,1,B
1382,57,Bandung,2.53,mid-range,4,0,C
1383,33,Makassar,0.55,low-end,34,0,B
1384,30,Makassar,3.27,mid-range,39,0,C
1385,59,Makassar,1.68,mid-range,18,0,C
1386,47,Surabaya,5.67,mid-range,34,0,C
1387,36,Jakarta,4.52,mid-range,57,0,C
1388,34,Jakarta,3.87,low-end,34,0,C
1389,36,Jakarta,3.62,high-end,42,0,C
1390,45,Jakarta,2.47,mid-range,3,0,C
1391,43,Jakarta,0.19,mid-range,19,0,C
1392,54,Medan,3.2,mid-range,34,0,C
1393,43,Makassar,1.89,low-end,26,0,B
1394,40,Medan,1.9,feature,35,0,B
1395,26,Surabaya,1.43,mid-range,41,0,C
1396,29,Bandung,7.94,high-end,43,0,A
1397,18,Makassar,0.86,low-end,31,0,B
1398,18,Surabaya,1.14,mid-range,43,1,C
1399,51,Medan,9.89,mid-range,27,0,C
1400,49,Bandung,4.98,high-end,3,0,C
1401,42,Surabaya,0.04,low-end,37,0,B
1402,57,Bandung,7.1,low-end,12,0,C
1403,18,Surabaya,0.77,low-end,47,1,B
1404,33,Medan,3.67,mid-range,23,1,C
1405,56,Bandung,2.42,high-end,17,0,C
1406,22,Surabaya,2.31,mid-range,16,0,C
1407,39,Medan,3.8,high-end,17,1,C
1408,46,Makassar,0.7,mid-range,15,1,C
1409,20,Medan,0.52,mid-range,26,0,C
1410,29,Medan,3.17,feature,45,0,C
1411,43,Makassar,1.03,low-end,2,1,B
1412,33,Medan,10.94,feature,17,1,C
1413,54,Makassar,1.8,low-end,1,0,B
1414,39,Makassar,0.35,feature,30,0,B
1415,46,Makassar,3.47,low-end,32,0,C
1416,31,Surabaya,1.1,low-end,30,0,B
1417,45,Bandung,0.48,mid-range,42,0,C
1418,22,Surabaya,1.65,low-end,4,0,B
1419,47,Makassar,9.99,mid-range,42,1,C
1420,22,Bandung,1.59,mid-range,44,0,C
1421,29,Bandung,1.28,mid-range,32,0,C
1422,33,Makassar,1.76,mid-range,35,1,C
1423,43,Bandung,0.04,mid-range,1,0,C
1424,43,Bandung,0.43,high-end,19,1,C
1425,38,Surabaya,5.68,low-end,33,1,C
1426,56,Bandung,11.45,low-end,19,0,C
1427,53,Makassar,0.52,feature,36,0,B
1428,50,Jakarta,2.3,mid-range,27,1,C
1429,47,Jakarta,10.17,low-end,13,0,C
1430,54,Jakarta,0.51,low-end,27,0,B
1431,40,Makassar,0.62,low-end,46,1,B
1432,27,Jakarta,7.84,mid-range,14,0,A
1433,22,Surabaya,3.67,mid-range,24,0,A
1434,53,Makassar,0.49,low-end,35,0,B
1435,51,Makassar,1.5,low-end,19,0,B
1436,48,Makassar,0.17,mid-range,25,0,C
1437,27,Bandung,1.7,mid-range,11,0,C
1438,36,Bandung,4.51,low-end,9,0,C
1439,49,Bandung,2.42,mid-range,6,0,C
1440,18,Medan,3.13,feature,58,1,C
1441,22,Surabaya,1.19,low-end,36,0,B
1442,21,Makassar,0.53,feature,58,0,B
1443,33,Makassar,0.04,high-end,37,0,C
1444,41,Bandung,5.17,feature,29,1,C
1445,33,Makassar,3.04,low-end,9,0,C
1446,19,Makassar,0.78,high-end,33,0,C
1447,45,Jakarta,1.63,mid-range,23,1,C
1448,49,Makassar,4.85,mid-range,15,1,C
1449,44,Medan,2.32,feature,11,0,C
1450,37,Bandung,1.07,low-end,23,1,B
1451,41,Surabaya,0.93,high-end,26,1,C
1452,29,Surabaya,0.74,mid-range,1,1,C
1453,52,Jakarta,5.21,mid-range,30,0,C
1454,50,Surabaya,2.62,high-end,17,0,C
1455,50,Surabaya,3.7,mid-range,47,0,C
1456,54,Bandung,5.9,low-end,46,0,C
1457,29,Bandung,13.0,low-end,41,0,C
1458,20,Medan,0.86,feature,23,0,B
1459,18,Jakarta,0.6,low-end,36,0,B
1460,50,Surabaya,1.86,high-end,41,0,C
1461,57,Medan,0.11,low-end,5,0,B
1462,27,Jakarta,4.71,high-end,35,0,A
1463,46,Surabaya,6.46,mid-range,50,0,C
1464,30,Surabaya,3.48,high-end,9,0,C
1465,29,Bandung,0.94,high-end,4,1,C
1466,48,Makassar,0.39,mid-range,7,1,C
1467,19,Jakarta,1.44,mid-range,1,0,C
1468,52,Surabaya,5.38,mid-range,16,0,C
1469,40,Jakarta,1.28,mid-range,57,0,C
1470,34,Medan,0.1,mid-range,25,0,C
1471,43,Medan,0.96,mid-range,58,0,C
1472,25,Makassar,13.8,low-end,6,0,C
1473,46,Surabaya,3.39,low-end,38,0,C
1474,43,Bandung,6.93,low-end,14,0,C
1475,27,Surabaya,4.47,low-end,54,0,C
1476,43,Jakarta,2.33,low-end,37,1,C
1477,51,Medan,0.48,mid-range,11,1,C
1478,58,Jakarta,1.29,mid-range,1,0,C
1479,24,Makassar,2.63,feature,52,1,C
1480,21,Medan,6.14,mid-range,42,1,A
1481,28,Bandung,0.94,high-end,1,1,C
1482,46,Medan,0.39,mid-range,53,1,C
1483,53,Surabaya,2.45,mid-range,36,1,C
1484,42,Surabaya,0.58,low-end,8,0,B
1485,38,Medan,2.83,low-end,32,0,C
1486,53,Makassar,0.92,mid-range,33,1,C
1487,27,Surabaya,0.79,feature,8,0,B
1488,54,Surabaya,1.53,low-end,14,1,B
1489,26,Bandung,2.7,high-end,24,1,C
1490,41,Medan,2.36,mid-range,49,0,C
1491,52,Surabaya,0.84,low-end,41,0,B
1492,52,Makassar,6.65,low-end,29,0,C
1493,53,Jakarta,0.35,low-end,25,0,B
1494,35,Medan,0.12,feature,6,0,B
1495,56,Bandung,2.77,mid-range,1,0,C
1496,49,Surabaya,0.4,low-end,55,0,B
1497,41,Makassar,2.11,mid-range,23,0,C
1498,40,Medan,9.1,mid-range,41,0,C
1499,49,Makassar,3.6,mid-range,33,1,C
1500,54,Makassar,2.88,mid-range,14,1,C
1501,29,Bandung,2.57,low-end,56,0,C
1502,30,Medan,0.59,mid-range,28,0,C
1503,40,Surabaya,1.7,mid-range,29,1,C
1504,42,Bandung,1.26,mid-range,43,0,C
1505,52,Surabaya,9.18,low-end,40,0,C
1506,58,Jakarta,0.83,low-end,23,0,B
1507,47,Makassar,1.91,low-end,44,0,B
1508,34,Jakarta,8.35,mid-range,38,0,C
1509,37,Makassar,4.67,mid-range,49,0,C
1510,42,Bandung,10.02,mid-range,43,0,C
1511,39,Surabaya,2.81,mid-range,10,0,C
1512,30,Surabaya,1.22,feature,27,0,B
1513,36,Bandung,5.26,mid-range,8,0,C
1514,53,Medan,1.03,mid-range,44,0,C
1515,29,Jakarta,0.54,feature,53,0,B
1516,58,Jakarta,3.68,mid-range,4,1,C
1517,36,Surabaya,3.06,mid-range,21,0,C
1518,29,Surabaya,6.33,low-end,21,0,C
1519,26,Surabaya,9.8,mid-range,30,0,A
1520,24,Bandung,5.84,high-end,13,1,A
1521,45,Medan,0.19,low-end,58,1,B
1522,31,Jakarta,3.28,low-end,3,0,C
1523,48,Makassar,4.61,low-end,20,0,C
1524,36,Bandung,12.04,high-end,36,0,C
1525,33,Jakarta,1.41,low-end,40,0,B
1526,22,Medan,0.56,low-end,5,1,B
1527,52,Bandung,5.75,low-end,22,0,C
1528,29,Jakarta,1.15,feature,58,0,B
1529,42,Bandung,2.74,low-end,2,0,C
1530,38,Jakarta,1.48,feature,25,0,B
1531,53,Jakarta,1.54,low-end,40,0,B
1532,40,Medan,3.96,low-end,24,0,C
1533,33,Makassar,1.35,mid-range,58,0,C
1534,56,Medan,3.54,high-end,5,0,C
1535,59,Jakarta,0.04,low-end,16,0,B
1536,56,Bandung,1.18,mid-range,53,0,C
1537,31,Medan,1.15,mid-range,15,0,C
1538,48,Makassar,4.14,low-end,51,0,C
1539,22,Jakarta,1.13,low-end,13,1,B
1540,52,Medan,3.01,mid-range,11,0,C
1541,40,Medan,3.5,low-end,16,0,C
1542,46,Medan,3.22,mid-range,18,1,C
1543,28,Medan,2.77,mid-range,25,1,C
1544,35,Bandung,1.6,mid-range,47,1,C
1545,29,Makassar,1.4,mid-range,38,0,C
1546,26,Makassar,2.49,mid-range,40,0,C
1547,27,Jakarta,0.2,high-end,4,0,C
1548,34,Surabaya,6.26,mid-range,53,0,C
1549,55,Bandung,5.23,low-end,58,0,C
1550,24,Jakarta,1.28,mid-range,48,1,C
1551,30,Jakarta,2.51,mid-range,21,0,C
1552,57,Medan,8.07,mid-range,11,0,C
1553,59,Surabaya,0.95,low-end,58,0,B
1554,26,Surabaya,4.07,feature,52,0,C
1555,44,Bandung,0.26,high-end,59,1,C
1556,19,Surabaya,2.22,mid-range,34,0,C
1557,22,Jakarta,6.46,low-end,30,0,C
1558,46,Surabaya,2.41,low-end,54,0,C
1559,54,Surabaya,2.87,mid-range,4,1,C
1560,55,Makassar,7.15,low-end,14,1,C
1561,36,Jakarta,3.77,low-end,11,0,C
1562,25,Surabaya,3.57,mid-range,4,0,A
1563,18,Surabaya,2.65,mid-range,26,0,C
1564,39,Medan,3.01,feature,3,1,C
1565,34,Surabaya,4.88,mid-range,56,0,C
1566,24,Surabaya,11.62,mid-range,54,0,A
1567,42,Makassar,4.76,mid-range,57,0,C
